P=30 psia (15.40 F),,,,,,,,,,,,,,,,
T,,P,,?,,v,,h,,s,,Cp,Cp/Cv,Quality,?,k
90,32,30,2.07,0.5399,0.0337,1.8520,29.6653,120.77,280.91,0.2540,1.0634,0.2105,1.1283,Superheated,0.01208,0.008100
95,35,30,2.07,0.5343,0.0334,1.8714,29.9761,121.82,283.35,0.2559,1.0714,0.2113,1.1267,Superheated,0.01219,0.008228
100,38,30,2.07,0.5289,0.0330,1.8908,30.2868,122.88,285.82,0.2578,1.0794,0.2121,1.1252,Superheated,0.01230,0.008356
105,41,30,2.07,0.5235,0.0327,1.9101,30.5960,123.95,288.31,0.2597,1.0873,0.2130,1.1237,Superheated,0.01241,0.008484
110,43,30,2.07,0.5183,0.0324,1.9293,30.9035,125.01,290.77,0.2616,1.0953,0.2139,1.1222,Superheated,0.01252,0.008612
115,46,30,2.07,0.5132,0.0320,1.9484,31.2095,126.08,293.26,0.2635,1.1032,0.2147,1.1209,Superheated,0.01263,0.008740
120,49,30,2.07,0.5083,0.0317,1.9675,31.5154,127.16,295.77,0.2654,1.1112,0.2156,1.1195,Superheated,0.01274,0.008868
125,52,30,2.07,0.5034,0.0314,1.9866,31.8214,128.24,298.29,0.2672,1.1187,0.2165,1.1183,Superheated,0.01285,0.008996
130,54,30,2.07,0.4986,0.0311,2.0055,32.1241,129.33,300.82,0.2691,1.1267,0.2174,1.1170,Superheated,0.01295,0.009124
135,57,30,2.07,0.4940,0.0308,2.0245,32.4284,130.41,303.33,0.2709,1.1342,0.2184,1.1158,Superheated,0.01306,0.009252
140,60,30,2.07,0.4894,0.0306,2.0434,32.7312,131.51,305.89,0.2727,1.1417,0.2193,1.1147,Superheated,0.01317,0.009380
145,63,30,2.07,0.4849,0.0303,2.0622,33.0323,132.61,308.45,0.2746,1.1497,0.2202,1.1135,Superheated,0.01328,0.009509
150,65,30,2.07,0.4805,0.0300,2.0810,33.3335,133.71,311.01,0.2764,1.1572,0.2212,1.1125,Superheated,0.01339,0.009637
