P=50 psia (40.27 F),,,,,,,,,,,,,,,,
T,,P,,?,,v,,h,,s,,Cp,Cp/Cv,Quality,?,k
10,-12,50,3.45,83.3209,5.2017,0.0120,0.1922,15.35,35.70,0.0343,0.1436,0.3130,1.5154,Subcooled,0.31329,0.056424
15,-9,50,3.45,82.7696,5.1673,0.0121,0.1938,16.92,39.36,0.0377,0.1578,0.3146,1.5173,Subcooled,0.30187,0.055690
20,-7,50,3.45,82.2116,5.1325,0.0122,0.1954,18.49,43.01,0.0410,0.1717,0.3162,1.5193,Subcooled,0.29097,0.054960
25,-4,50,3.45,81.6467,5.0972,0.0122,0.1954,20.08,46.71,0.0442,0.1851,0.3179,1.5216,Subcooled,0.28055,0.054232
30,-1,50,3.45,81.0743,5.0614,0.0123,0.1970,21.67,50.40,0.0475,0.1989,0.3197,1.5241,Subcooled,0.27059,0.053508
35,2,50,3.45,80.4938,5.0252,0.0124,0.1986,23.28,54.15,0.0508,0.2127,0.3216,1.5269,Subcooled,0.26104,0.052786
40,4,50,3.45,79.9049,4.9884,0.0125,0.2002,24.89,57.89,0.0540,0.2261,0.3235,1.5300,Subcooled,0.25188,0.052066
45,7,50,3.45,1.0403,0.0649,0.9612,15.3965,109.93,255.70,0.2241,0.9383,0.2183,1.1808,Superheated,0.01101,0.007008
50,10,50,3.45,1.0257,0.0640,0.9750,15.6176,111.02,258.23,0.2263,0.9475,0.2174,1.1755,Superheated,0.01113,0.007133
55,13,50,3.45,1.0116,0.0632,0.9885,15.8338,112.10,260.74,0.2284,0.9563,0.2167,1.1707,Superheated,0.01124,0.007258
60,16,50,3.45,0.9981,0.0623,1.0019,16.0484,113.19,263.28,0.2305,0.9651,0.2164,1.1664,Superheated,0.01136,0.007383
65,18,50,3.45,0.9851,0.0615,1.0151,16.2599,114.27,265.79,0.2325,0.9734,0.2162,1.1624,Superheated,0.01148,0.007509
70,21,50,3.45,0.9726,0.0607,1.0282,16.4697,115.35,268.30,0.2346,0.9822,0.2162,1.1587,Superheated,0.01159,0.007635
75,24,50,3.45,0.9605,0.0600,1.0411,16.6763,116.43,270.82,0.2366,0.9906,0.2163,1.1554,Superheated,0.01171,0.007761
80,27,50,3.45,0.9488,0.0592,1.0540,16.8830,117.51,273.33,0.2386,0.9990,0.2165,1.1522,Superheated,0.01182,0.007887
85,29,50,3.45,0.9375,0.0585,1.0667,17.0864,118.59,275.84,0.2406,1.0073,0.2168,1.1493,Superheated,0.01193,0.008013
90,32,50,3.45,0.9265,0.0578,1.0793,17.2882,119.68,278.38,0.2426,1.0157,0.2172,1.1465,Superheated,0.01205,0.008140
95,35,50,3.45,0.9159,0.0572,1.0919,17.4901,120.77,280.91,0.2446,1.0241,0.2176,1.1439,Superheated,0.01216,0.008267
100,38,50,3.45,0.9055,0.0565,1.1043,17.6887,121.85,283.42,0.2465,1.0320,0.2181,1.1415,Superheated,0.01228,0.008394
105,41,50,3.45,0.8955,0.0559,1.1167,17.8873,122.95,285.98,0.2485,1.0404,0.2187,1.1392,Superheated,0.01239,0.008521
110,43,50,3.45,0.8857,0.0553,1.1290,18.0843,124.04,288.52,0.2504,1.0484,0.2193,1.1370,Superheated,0.01250,0.008648
115,46,50,3.45,0.8762,0.0547,1.1412,18.2797,125.14,291.08,0.2523,1.0563,0.2199,1.1349,Superheated,0.01261,0.008775
120,49,50,3.45,0.8670,0.0541,1.1534,18.4752,126.24,293.63,0.2542,1.0643,0.2205,1.1329,Superheated,0.01272,0.008902
125,52,50,3.45,0.8580,0.0536,1.1655,18.6690,127.35,296.22,0.2561,1.0722,0.2212,1.1310,Superheated,0.01283,0.009030
130,54,50,3.45,0.8492,0.0530,1.1776,18.8628,128.45,298.77,0.2580,1.0802,0.2219,1.1292,Superheated,0.01295,0.009157
135,57,50,3.45,0.8406,0.0525,1.1896,19.0550,129.56,301.36,0.2599,1.0881,0.2227,1.1275,Superheated,0.01306,0.009284
140,60,50,3.45,0.8323,0.0520,1.2015,19.2456,130.68,303.96,0.2618,1.0961,0.2234,1.1258,Superheated,0.01317,0.009412
145,63,50,3.45,0.8241,0.0514,1.2134,19.4362,131.80,306.57,0.2636,1.1036,0.2242,1.1242,Superheated,0.01328,0.009539
150,65,50,3.45,0.8162,0.0510,1.2253,19.6269,132.92,309.17,0.2655,1.1116,0.2250,1.1227,Superheated,0.01339,0.009667
