"Refrigerant: R134a, CH2FCF3, 1,1,1,2-tetrafluoroethane"								
"Reference: D.P.Wilson & R.S.Basu, ASHRAE Transactions 1988, Vol. 94 part 2."								
								
T	P	Vl	Vg	Hl	Hg	R	Sl	Sg
°C	Bar	dm^3/kg	m^3/kg	kJ/kg	kJ/kg	kJ/kg	kJ/(kgK)	kJ/(kgK)
90.8	32.97	1.2082	0.00448	345.54	425.79	80.25	1.446	1.6665
90.9	33.038	1.2099	0.00446	345.78	425.72	79.94	1.4466	1.6662
91	33.105	1.2116	0.00444	346.01	425.65	79.64	1.4472	1.6659
91.1	33.173	1.2134	0.00443	346.25	425.58	79.33	1.4479	1.6656
91.2	33.241	1.2152	0.00441	346.49	425.51	79.02	1.4485	1.6654
91.3	33.309	1.217	0.00439	346.73	425.44	78.71	1.4491	1.6651
91.4	33.377	1.2188	0.00438	346.97	425.37	78.39	1.4498	1.6648
91.5	33.445	1.2206	0.00436	347.22	425.29	78.08	1.4504	1.6645
91.6	33.513	1.2224	0.00434	347.46	425.22	77.76	1.4511	1.6642
91.7	33.582	1.2243	0.00432	347.7	425.14	77.44	1.4517	1.664
91.8	33.65	1.2262	0.00431	347.95	425.06	77.12	1.4524	1.6637
91.9	33.719	1.2281	0.00429	348.19	424.99	76.79	1.453	1.6634
92	33.788	1.23	0.00427	348.44	424.91	76.47	1.4537	1.6631
92.1	33.856	1.2319	0.00425	348.69	424.83	76.14	1.4543	1.6628
92.2	33.925	1.2339	0.00424	348.93	424.74	75.81	1.455	1.6625
92.3	33.995	1.2359	0.00422	349.18	424.66	75.48	1.4556	1.6622
92.4	34.064	1.2378	0.0042	349.43	424.58	75.15	1.4563	1.6618
92.5	34.133	1.2399	0.00419	349.68	424.49	74.81	1.4569	1.6615
92.6	34.203	1.2419	0.00417	349.93	424.4	74.47	1.4576	1.6612
92.7	34.272	1.2439	0.00415	350.19	424.31	74.13	1.4583	1.6609
92.8	34.342	1.246	0.00413	350.44	424.22	73.79	1.4589	1.6606
92.9	34.412	1.2481	0.00412	350.69	424.13	73.44	1.4596	1.6602
93	34.482	1.2502	0.0041	350.95	424.04	73.09	1.4603	1.6599
93.1	34.552	1.2524	0.00408	351.2	423.95	72.74	1.461	1.6596
93.2	34.623	1.2545	0.00406	351.46	423.85	72.39	1.4616	1.6592
93.3	34.693	1.2567	0.00405	351.72	423.75	72.03	1.4623	1.6589
93.4	34.764	1.2589	0.00403	351.98	423.65	71.67	1.463	1.6585
93.5	34.834	1.2612	0.00401	352.24	423.55	71.31	1.4637	1.6582
93.6	34.905	1.2635	0.00399	352.5	423.45	70.95	1.4644	1.6578
93.7	34.976	1.2657	0.00398	352.77	423.35	70.58	1.4651	1.6575
93.8	35.047	1.2681	0.00396	353.03	423.24	70.21	1.4658	1.6571
93.9	35.118	1.2704	0.00394	353.29	423.13	69.84	1.4665	1.6567
94	35.19	1.2728	0.00392	353.56	423.03	69.46	1.4672	1.6564
94.1	35.261	1.2752	0.00391	353.83	422.91	69.09	1.4679	1.656
94.2	35.333	1.2776	0.00389	354.1	422.8	68.7	1.4686	1.6556
94.3	35.404	1.2801	0.00387	354.37	422.69	68.32	1.4693	1.6552
94.4	35.476	1.2826	0.00385	354.64	422.57	67.93	1.47	1.6548
94.5	35.548	1.2851	0.00383	354.91	422.45	67.54	1.4707	1.6544
94.6	35.62	1.2877	0.00382	355.19	422.33	67.15	1.4714	1.654
94.7	35.692	1.2903	0.0038	355.46	422.21	66.75	1.4722	1.6536
94.8	35.765	1.2929	0.00378	355.74	422.08	66.34	1.4729	1.6532
94.9	35.837	1.2956	0.00376	356.02	421.96	65.94	1.4736	1.6528
95	35.91	1.2983	0.00375	356.3	421.83	65.53	1.4744	1.6524
95.1	35.983	1.301	0.00373	356.58	421.7	65.12	1.4751	1.6519
95.2	36.056	1.3038	0.00371	356.86	421.56	64.7	1.4758	1.6515
95.3	36.129	1.3067	0.00369	357.15	421.43	64.28	1.4766	1.651
95.4	36.202	1.3095	0.00367	357.45	421.27	63.83	1.4774	1.6506
95.5	36.275	1.3124	0.00365	357.73	421.13	63.4	1.4781	1.6501
95.6	36.349	1.3154	0.00364	358.03	420.99	62.96	1.4789	1.6496
95.7	36.423	1.3184	0.00362	358.32	420.84	62.52	1.4797	1.6492
95.8	36.496	1.3214	0.0036	358.61	420.69	62.08	1.4804	1.6487
95.9	36.57	1.3245	0.00358	358.91	420.54	61.62	1.4812	1.6482
96	36.644	1.3277	0.00356	359.21	420.38	61.17	1.482	1.6477
96.1	36.719	1.3309	0.00354	359.51	420.22	60.71	1.4828	1.6472
96.2	36.793	1.3341	0.00352	359.81	420.06	60.24	1.4836	1.6467
96.3	36.868	1.3375	0.00351	360.12	419.89	59.77	1.4844	1.6462
96.4	36.942	1.3408	0.00349	360.43	419.72	59.29	1.4852	1.6456
96.5	37.017	1.3443	0.00347	360.74	419.55	58.81	1.486	1.6451
96.6	37.092	1.3478	0.00345	361.05	419.37	58.32	1.4868	1.6445
96.7	37.167	1.3513	0.00343	361.37	419.19	57.82	1.4876	1.644
96.8	37.242	1.3549	0.00341	361.69	419.01	57.32	1.4885	1.6434
96.9	37.318	1.3586	0.00339	362.01	418.82	56.81	1.4893	1.6428
97	37.393	1.3624	0.00337	362.33	418.62	56.29	1.4902	1.6422
97.1	37.469	1.3663	0.00335	362.66	418.43	55.77	1.491	1.6416
97.2	37.545	1.3702	0.00333	362.99	418.22	55.23	1.4919	1.641
97.3	37.621	1.3742	0.00331	363.32	418.02	54.69	1.4928	1.6404
97.4	37.697	1.3783	0.00329	363.66	417.8	54.14	1.4936	1.6398
97.5	37.774	1.3825	0.00327	364	417.59	53.58	1.4945	1.6391
97.6	37.85	1.3868	0.00325	364.35	417.37	53.02	1.4954	1.6384
97.7	37.927	1.3912	0.00323	364.7	417.14	52.44	1.4963	1.6378
97.8	38.004	1.3957	0.00321	365.05	416.9	51.85	1.4973	1.6371
97.9	38.081	1.4004	0.00319	365.41	416.66	51.25	1.4982	1.6363
98	38.158	1.4051	0.00317	365.77	416.41	50.64	1.4992	1.6356
98.1	38.236	1.41	0.00315	366.14	416.16	50.02	1.5001	1.6349
98.2	38.313	1.415	0.00313	366.51	415.9	49.39	1.5011	1.6341
98.3	38.391	1.4201	0.00311	366.89	415.63	48.74	1.5021	1.6333
98.4	38.469	1.4254	0.00308	367.27	415.35	48.08	1.5031	1.6325
98.5	38.547	1.4308	0.00306	367.66	415.07	47.41	1.5041	1.6316
98.6	38.625	1.4365	0.00304	368.06	414.77	46.71	1.5051	1.6308
98.7	38.704	1.4423	0.00302	368.46	414.46	46.01	1.5062	1.6299
98.8	38.782	1.4483	0.00299	368.87	414.15	45.28	1.5073	1.629
98.9	38.861	1.4545	0.00297	369.29	413.82	44.53	1.5084	1.6281
99	38.94	1.461	0.00295	369.72	413.48	43.77	1.5095	1.6271
99.1	39.02	1.4677	0.00292	370.15	413.13	42.98	1.5106	1.6261
99.2	39.099	1.4746	0.0029	370.6	412.77	42.17	1.5118	1.625
99.3	39.179	1.4819	0.00287	371.06	412.39	41.33	1.513	1.6239
99.4	39.259	1.4895	0.00285	371.53	411.97	40.44	1.5142	1.6228
99.5	39.339	1.4974	0.00282	372.02	411.56	39.54	1.5155	1.6216
99.6	39.419	1.5058	0.00279	372.52	411.12	38.6	1.5168	1.6204
99.7	39.499	1.5146	0.00277	373.03	410.66	37.62	1.5182	1.6191
99.8	39.58	1.5239	0.00274	373.57	410.17	36.6	1.5196	1.6177
99.9	39.661	1.5337	0.00271	374.12	409.65	35.53	1.521	1.6162
100	39.742	1.5443	0.00268	374.7	409.1	34.4	1.5225	1.6147
100.1	39.824	1.5555	0.00265	375.31	408.52	33.2	1.5241	1.6131
100.2	39.906	1.5677	0.00261	375.95	407.89	31.93	1.5258	1.6113
100.3	39.988	1.581	0.00258	376.63	407.21	30.57	1.5276	1.6095
100.4	40.07	1.5955	0.00254	377.36	406.46	29.1	1.5295	1.6074
100.5	40.153	1.6117	0.0025	378.15	405.64	27.49	1.5316	1.6052
100.6	40.235	1.6301	0.00246	379.02	404.7	25.68	1.5339	1.6026
100.7	40.319	1.6513	0.00241	380	403.63	23.64	1.5365	1.5997
100.8	40.402	1.677	0.00236	381.13	402.37	21.25	1.5394	1.5963
100.9	40.486	1.7097	0.00229	382.51	400.79	18.28	1.5431	1.592
101	40.57	1.7576	0.00221	384.42	398.59	14.18	1.5482	1.5861
								
"Copyright © 1999 Dep. of Energy Engineering, DTU"								
M.J. Skovrup & H.J.H Knudsen 19-10-23								
